Address,PSI Status,PSI Error,Performance Score,Total Size Savings (Bytes),Total Time Savings (ms),Total Requests,Total Page Size (Bytes),HTML Size (Bytes),HTML Count,Image Size (Bytes),Image Count,CSS Size (Bytes),CSS Count,JavaScript Size (Bytes),JavaScript Count,Font Size (Bytes),Font Count,Media Size (Bytes),Media Count,Other Size (Bytes),Other Count,Third Party Size (Bytes),Third Party Count,Core Web Vitals Assessment,CrUX First Contentful Paint Time (ms),CrUX First Contentful Paint Category,CrUX First Input Delay Time (ms),CrUX First Input Delay Category,CrUX Largest Contentful Paint Time (ms),CrUX Largest Contentful Paint Category,CrUX Cumulative Layout Shift,CrUX Cumulative Layout Shift Category,CrUX Interaction to Next Paint Category,CrUX Interaction to Next Paint (ms),CrUX Time to First Byte Category,CrUX Time to First Byte (ms),Eliminate Render-Blocking Resources Savings (ms),Defer Offscreen Images Savings (ms),Efficiently Encode Images Savings (ms),Properly Size Images Savings (ms),Minify CSS Savings (ms),Minify JavaScript Savings (ms),Reduce Unused CSS Savings (ms),Reduce Unused JavaScript Savings (ms),Serve Images in Next-Gen Formats Savings (ms),Enable Text Compression Savings (ms),Preconnect to Required Origins Savings (ms),Server Response Times (TTFB) (ms),Multiple Redirects Savings (ms),Preload Key Requests Savings (ms),Use Video Format for Animated Images Savings (ms),Total Image Optimization Savings (ms),Avoid Serving Legacy JavaScript to Modern Browsers Savings (Bytes)
https://shop.change.com/da-DK/categories/shapewear,Success,NA,22,178518,1981,44,810732,27805,2,130355,3,1715,1,548870,24,83883,5,0,0,18104,9,274246,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,1200,0,0,0,631,0,0,0,0,286
https://shop.change.com/da-DK/categories/homewear/tops,Success,NA,23,235930,1796,45,754326,27389,2,35003,4,1715,1,548850,24,83881,5,0,0,57488,9,313608,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,1050,0,0,0,596,0,0,0,0,286
https://shop.change.com/da-DK/categories/homewear/sport,Success,NA,25,194755,2011,45,725619,27497,2,51298,4,1715,1,548874,24,83881,5,0,0,12354,9,268498,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,900,0,0,0,961,0,0,0,0,286
https://shop.change.com/da-DK/categories/homewear/silk-and-wool,Success,NA,31,236298,1690,45,756020,27462,2,36946,4,1715,1,548852,24,83880,5,0,0,57165,9,313286,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,600,0,0,0,940,0,0,0,0,286
https://shop.change.com/da-DK/categories/homewear/pants-and-shorts,Success,NA,19,230848,2771,45,776412,27478,2,61318,4,1715,1,548873,24,83878,5,0,0,53150,9,309290,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,900,0,0,0,1721,0,0,0,0,286
https://shop.change.com/da-DK/categories/homewear/lounge,Success,NA,25,215337,1792,45,747075,27444,2,50389,4,1715,1,548862,24,83883,5,0,0,34782,9,290916,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,900,0,0,0,742,0,0,0,0,286
https://shop.change.com/da-DK/categories/homewear/kimono-and-robes,Success,NA,24,203926,2039,45,726532,27455,2,41668,4,1715,1,548861,24,83881,5,0,0,22952,9,279083,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,1050,0,0,0,839,0,0,0,0,286
https://shop.change.com/da-DK/categories/homewear,Success,NA,24,221064,1526,44,1011058,28059,2,284128,3,1715,1,548869,24,83881,5,0,0,64406,9,320545,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,750,0,0,0,776,0,0,0,0,286
https://shop.change.com/da-DK/categories/giftcards,Success,NA,22,194085,1736,45,719659,27438,2,46473,4,1715,1,548874,24,83881,5,0,0,11278,9,267422,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,750,0,0,0,836,0,0,0,0,286
https://shop.change.com/da-DK/categories/briefs/tai,Success,NA,26,243464,1295,45,772043,27295,2,44315,4,1715,1,548859,24,83877,5,0,0,65982,9,322107,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,600,0,0,0,695,0,0,0,0,286
https://shop.change.com/da-DK/categories/briefs/string,Success,NA,24,244375,1851,45,773070,27350,2,44494,4,1715,1,548857,24,83881,5,0,0,66773,9,322900,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,1050,0,0,0,651,0,0,0,0,286
https://shop.change.com/da-DK/categories/briefs/hipster-string,Success,NA,25,244983,1706,45,773783,27288,2,44703,4,1715,1,548871,24,83880,5,0,0,67326,9,323466,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,900,0,0,0,656,0,0,0,0,286
https://shop.change.com/da-DK/categories/briefs/hipster,Success,NA,23,220559,1977,45,754868,27255,2,52656,4,1715,1,548865,24,83882,5,0,0,40495,9,296631,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,1200,0,0,0,627,0,0,0,0,286
https://shop.change.com/da-DK/categories/briefs,Success,NA,25,230789,1832,44,1035312,27905,2,298021,3,1715,1,548853,24,83880,5,0,0,74938,9,331062,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,890,0,140,0,652,0,0,0,0,286
https://shop.change.com/da-DK/categories/bras?page=1,Success,NA,24,234153,2124,44,1085682,28048,2,345618,3,1715,1,548858,24,83880,5,0,0,77563,9,333690,19,Fail,1703000,Good,232000,Needs Improvement,3297000,Needs Improvement,"0,040",Good,Poor,843,Needs Improvement,1127,150,0,0,0,0,0,0,1050,0,150,0,774,0,0,0,0,286
https://shop.change.com/da-DK/categories/bras/triangle,Success,NA,25,228772,1766,44,976154,27929,2,241868,3,1715,1,548853,24,83882,5,0,0,71907,9,328031,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,900,0,0,0,716,0,0,0,0,286
https://shop.change.com/da-DK/categories/bras/strapless,Success,NA,24,191838,1768,45,710922,27462,2,40113,4,1715,1,548867,24,83880,5,0,0,8885,9,265021,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,750,0,0,0,868,0,0,0,0,286
https://shop.change.com/da-DK/categories/bras/pushup,Success,NA,24,206529,1836,44,943744,27990,2,231891,3,1715,1,548798,24,83881,5,0,0,49469,9,305537,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,900,0,0,0,786,0,0,0,0,286
https://shop.change.com/da-DK/categories/bras/seamless,Success,NA,22,189650,2190,44,814519,27903,2,147701,3,1715,1,548880,24,83883,5,0,0,4437,9,260589,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,1200,0,0,0,840,0,0,0,0,286
https://shop.change.com/da-DK/categories/bras/fullsupport,Success,NA,24,198840,1923,44,887525,27922,2,183193,3,1715,1,548879,24,83882,5,0,0,41934,9,298084,19,NA,1783000,Good,NA,NA,3291000,Needs Improvement,"0,020",Good,NA,NA,Needs Improvement,1288,0,0,0,0,0,0,0,900,0,0,0,1023,0,0,0,0,286
https://shop.change.com/da-DK/categories/bras/balconette,Success,NA,28,219363,1568,44,928249,28109,2,202256,3,1715,1,548857,24,83883,5,0,0,63429,9,319558,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,750,0,0,0,818,0,0,0,0,286
https://shop.change.com/da-DK/categories/alllingerie,Success,NA,19,255775,2532,45,785279,27421,2,41898,4,1715,1,548856,24,83882,5,0,0,81507,9,337634,19,NA,2470000,Needs Improvement,NA,NA,2898000,Needs Improvement,"0,080",Good,NA,NA,Poor,1825,150,0,0,0,0,0,0,1200,0,150,0,1032,0,0,0,0,286
https://shop.change.com/da-DK/categories/bodystocking,Success,NA,22,169665,1886,44,866267,27981,2,195223,3,1715,1,548857,24,83880,5,0,0,8611,9,264737,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,0,0,0,0,0,0,900,0,0,0,686,0,0,0,0,286
https://shop.change.com/da-DK/categories/bras,Success,NA,22,233813,3461,44,1085672,28041,2,345618,3,1715,1,548852,24,83884,5,0,0,77562,9,333687,19,Fail,1703000,Good,232000,Needs Improvement,3297000,Needs Improvement,"0,040",Good,Poor,843,Needs Improvement,1127,150,0,0,0,0,0,0,1050,0,150,0,2111,0,0,0,0,286
https://shop.change.com/da-DK/bra_guide/washing_guide,Success,NA,30,188343,1706,44,917504,28297,2,263485,3,1715,1,533369,22,83879,5,0,0,6759,11,262887,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1350,0,0,0,356,0,0,0,0,286
https://shop.change.com/da-DK/bra_guide/home,Success,NA,34,166821,1092,45,680286,31049,2,13845,3,1715,1,533388,22,93530,6,0,0,6759,11,272557,22,Pass,1061000,Good,21000,Good,2107000,Good,"0,000",Good,Needs Improvement,405,Good,353,0,0,0,0,0,0,0,670,0,0,0,422,0,0,0,0,286
https://shop.change.com/da-DK/alloffers,Success,NA,30,188343,1422,44,786835,26899,2,134216,3,1715,1,533367,22,83879,5,0,0,6759,11,262885,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,1050,0,0,0,222,0,0,0,0,286
https://shop.change.com/da-DK,Success,NA,34,188887,1377,45,1066465,26952,2,413775,4,1715,1,533382,22,83882,5,0,0,6759,11,262903,21,Fail,1132000,Good,18000,Good,2712000,Needs Improvement,"0,350",Poor,Needs Improvement,454,Good,500,150,0,0,0,0,0,0,1200,0,0,0,27,0,0,0,0,286
https://shop.change.com/da-DK/categories/accessories/bra-accessories,Success,NA,24,194533,1739,45,740113,27250,2,66032,4,1715,1,548861,24,83883,5,0,0,12372,9,268505,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,750,0,0,0,839,0,0,0,0,286
https://shop.change.com/da-DK/bra_guide/fitting_guide,Success,NA,31,188352,1657,44,868912,27094,2,216086,3,1715,1,533377,22,83881,5,0,0,6759,11,262897,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1050,0,0,0,607,0,0,0,0,286
https://shop.change.com/da-DK/categories/accessories/suspenders,Success,NA,23,204622,2328,45,734858,27253,2,49771,4,1715,1,548850,24,83882,5,0,0,23387,9,279508,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,0,0,0,0,0,0,1200,0,0,0,828,0,0,0,0,286
https://shop.change.com/,Success,NA,69,141280,1271,30,603701,14275,2,126333,2,0,0,385659,17,75138,4,0,0,2296,5,225662,13,Pass,1298000,Good,15000,Good,1628000,Good,"0,030",Good,Needs Improvement,302,Good,785,150,0,0,0,0,0,0,600,0,0,0,521,0,0,0,0,113
https://www.flexii.dk/opsigelse-fs,Success,NA,48,263319,2075,47,724142,88575,3,12307,1,28337,8,493512,24,80433,4,0,0,20978,7,333853,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,600,870,0,450,0,155,0,0,0,0,101
https://www.flexii.dk/vilkar,Success,NA,56,137327,467,35,518161,16269,2,12308,1,4996,2,397258,17,43658,3,0,0,43672,10,104890,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,360,0,0,0,107,0,0,0,0,101
https://www.flexii.dk/priser,Success,NA,54,136373,1081,32,498342,17965,2,12308,1,4996,2,397231,17,43658,3,0,0,22184,7,104857,6,Fail,913000,Good,15000,Good,1986000,Good,"0,120",Needs Improvement,Needs Improvement,237,Good,586,0,0,0,0,0,0,0,1000,0,0,0,81,0,0,0,0,101
https://www.flexii.dk/persondatapolitik,Success,NA,57,136343,1023,32,522097,34272,2,12307,1,4996,2,397253,17,43658,3,0,0,29611,7,104878,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,950,0,0,0,73,0,0,0,0,101
https://www.flexii.dk/services-fs,Success,NA,49,276858,2731,47,738529,103036,3,12307,1,28339,8,493505,24,80433,4,0,0,20909,7,348389,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,400,1500,0,790,0,41,0,0,0,0,101
https://www.flexii.dk/lifehacks,Success,NA,54,132878,779,41,513829,18978,2,12307,1,4996,2,397231,17,43658,3,0,0,36659,16,118522,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,740,0,0,0,39,0,0,0,0,101
https://www.flexii.dk/klagevejledning,Success,NA,57,137327,1057,32,497305,17131,2,12308,1,4996,2,397253,17,43658,3,0,0,21959,7,104879,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,990,0,0,0,67,0,0,0,0,101
https://www.flexii.dk/forbrug-fs,Success,NA,46,262902,1729,47,723328,87844,3,12308,1,28338,8,493507,24,80432,4,0,0,20899,7,333203,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,260,1320,0,110,0,39,0,0,0,0,101
https://www.flexii.dk/kontakt,Success,NA,44,264708,1711,48,742053,90642,3,12308,1,28338,8,493505,24,80434,4,0,0,36826,8,335115,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,160,1500,0,10,0,41,0,0,0,0,101
https://www.flexii.dk/om-flexii,Success,NA,63,136517,789,32,499961,18992,2,12307,1,4996,2,397232,17,43658,3,0,0,22776,7,104858,6,NA,650000,Good,NA,NA,991000,Good,"0,000",Good,NA,NA,Good,331,0,0,0,0,0,0,0,740,0,0,0,49,0,0,0,0,101
https://www.flexii.dk/driftsinformation,Success,NA,52,137326,1062,32,495497,16182,2,12308,1,4996,2,397252,17,43658,3,0,0,21101,7,104879,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,980,0,0,0,82,0,0,0,0,101
https://www.flexii.dk/hjaelp,Success,NA,35,136688,646,34,536053,40859,2,15720,3,4996,2,397252,17,43658,3,0,0,33568,7,108291,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,590,0,0,0,56,0,0,0,0,101
https://www.flexii.dk/det-med-smat,Success,NA,63,137327,890,32,496560,16765,2,12307,1,4996,2,397254,17,43658,3,0,0,21580,7,104880,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,850,0,0,0,40,0,0,0,0,101
https://www.flexii.dk/daekningskort,Success,NA,48,378730,1900,59,1067822,19752,3,39319,6,21116,5,897884,32,67582,5,0,0,22169,8,676194,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1320,0,540,0,40,0,0,0,0,419
https://www.flexii.dk/cookies,Success,NA,47,136343,341,32,500730,19170,2,12308,1,4996,2,397254,17,43658,3,0,0,23344,7,104881,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,300,0,0,0,41,0,0,0,0,101
https://www.flexii.dk/betaling,Success,NA,49,137327,805,32,496838,16854,2,12307,1,4996,2,397253,17,43658,3,0,0,21770,7,104879,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,750,0,0,0,55,0,0,0,0,101
https://www.flexii.dk/,Success,NA,35,112323,515,31,955323,35559,2,12307,1,4996,2,393662,16,60404,4,431501,1,16894,5,536359,7,Fail,878000,Good,19000,Good,2072000,Good,"0,120",Needs Improvement,Needs Improvement,292,Good,549,0,0,0,0,0,0,0,450,0,0,0,65,0,0,0,0,101
https://fredericia.com/,Success,NA,28,310168,1836,74,3062008,57184,4,16556,9,3651,1,865589,39,110817,3,1967789,1,40422,17,2475300,41,NA,1270000,Good,NA,NA,2607000,Needs Improvement,"0,870",Poor,NA,NA,NA,NA,0,0,0,0,0,0,0,1590,0,0,0,246,0,0,0,0,24689
https://fredericia.com/products/sofas,Success,NA,40,288843,1228,83,1150766,34075,4,35077,12,0,0,850072,39,110820,3,0,0,120722,25,535213,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1010,0,0,0,218,0,0,0,0,24674
https://fredericia.com/designers,Success,NA,47,293935,1624,78,1127930,33752,4,45324,10,0,0,821954,36,110820,3,0,0,116080,25,541810,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1470,0,0,0,154,0,0,0,0,24671
https://fredericia.com/products/swivel-lounge-chairs,Success,NA,17,323670,2275,81,1187370,33505,4,91671,12,0,0,834635,37,110823,3,0,0,116736,25,585947,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,300,0,0,0,1810,0,0,0,165,0,0,0,300,24674
https://fredericia.com/products/lamps,Success,NA,28,295696,2129,81,1116107,33610,4,36642,12,0,0,831391,37,110817,3,0,0,103647,25,530311,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1630,0,0,0,499,0,0,0,0,24690
https://fredericia.com/erik-ole-jorgensen,Success,NA,54,307260,1557,71,1070852,42011,4,33625,10,3649,1,850805,38,110820,3,0,0,29942,15,524799,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1350,0,0,0,207,0,0,0,0,24674
https://fredericia.com/oeo-studio,Success,NA,33,307185,1933,70,1053121,42239,4,26976,10,3651,1,838930,36,110820,3,0,0,30505,16,518583,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1710,0,0,0,223,0,0,0,0,24693
https://fredericia.com/products/space-copenhagen,Success,NA,16,295719,643,81,1122761,33372,4,36648,12,0,0,832949,37,110820,3,0,0,108972,25,535517,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,480,0,0,0,163,0,0,0,0,24674
https://fredericia.com/cecilie-manz-about-staying-true,Success,NA,53,396291,2373,70,1130860,43119,4,100932,10,3649,1,842640,37,110820,3,0,0,29700,15,592004,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,450,0,0,0,1750,0,0,0,173,0,0,0,450,24690
https://fredericia.com/products/dining-chairs,Success,NA,16,308642,1806,80,1162726,33619,4,55448,11,0,0,834785,37,110820,3,0,0,128054,25,556941,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,150,0,0,0,1500,0,0,0,156,0,0,0,150,24693
https://fredericia.com/spoor,Success,NA,32,309245,2098,76,6148259,42300,4,99319,10,3741,1,887807,41,110817,3,4974487,1,29788,16,5564879,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1930,0,0,0,168,0,0,0,0,24846
https://fredericia.com/showroom-copenhagen,Success,NA,57,307276,2275,69,1085063,37285,4,77584,12,3651,1,826230,34,110823,3,0,0,29490,15,568289,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2110,0,0,0,165,0,0,0,0,24693
https://fredericia.com/sales,Success,NA,31,307360,1817,64,994059,37066,4,4160,8,0,0,812147,34,110817,3,0,0,29869,15,495200,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1650,0,0,0,167,0,0,0,0,24671
https://fredericia.com/products/tables,Success,NA,39,288852,1368,83,1140214,34115,4,30863,12,0,0,852310,39,110826,3,0,0,112100,25,530279,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1200,0,0,0,168,0,0,0,0,24693
https://fredericia.com/about-us-history,Success,NA,31,310870,1709,69,1181390,39634,4,163247,12,0,0,817498,33,110820,3,0,0,50191,17,654067,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1550,0,0,0,159,0,0,0,0,24673
https://fredericia.com/dealers,Success,NA,25,293147,1304,74,1065357,33858,4,4637,9,0,0,818743,34,110823,3,0,0,97296,24,502943,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1150,0,0,0,154,0,0,0,0,24676
https://fredericia.com/products/vases-and-bowls,Success,NA,15,292012,1710,81,1117537,33505,4,28192,12,0,0,841244,37,110820,3,0,0,103776,25,521757,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1550,0,0,0,160,0,0,0,0,24673
https://fredericia.com/products/modular-sofas,Success,NA,18,298134,1912,82,1157347,33487,4,42139,12,0,0,841451,37,110823,3,0,0,129447,26,536693,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,150,0,0,0,1460,0,0,0,152,0,0,0,150,24673
https://fredericia.com/the-essence-of-an-icon,Success,NA,33,311388,1667,66,1019834,41812,4,4041,8,0,0,833705,36,110820,3,0,0,29456,15,494889,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1500,0,0,0,167,0,0,0,0,24692
https://fredericia.com/products/chairs-and-stools,Success,NA,39,304593,1316,83,1163274,34081,4,51763,12,0,0,850876,39,110823,3,0,0,115731,25,552618,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1150,0,0,0,166,0,0,0,0,24671
https://fredericia.com/products/borge-mogensen,Success,NA,16,310182,1626,81,1162816,33367,4,68257,12,0,0,833304,37,110817,3,0,0,117071,25,569812,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,150,0,0,0,1310,0,0,0,166,0,0,0,150,24690
https://fredericia.com/leather,Success,NA,49,311150,1471,76,2359357,45488,4,53274,11,3741,1,884800,41,110823,3,1231781,1,29450,15,1775863,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1300,0,0,0,171,0,0,0,0,24846
https://fredericia.com/professionals,Success,NA,19,1406708,5664,109,2349041,42235,5,423698,18,61505,10,1304065,39,122773,4,0,0,394765,33,1809425,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,660,0,0,0,280,3750,810,0,0,164,0,0,0,1470,49640
https://fredericia.com/products/stools,Success,NA,14,316255,1921,82,1172721,33470,4,78475,12,0,0,833340,37,110820,3,0,0,116616,26,572735,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,150,0,0,0,1600,0,0,0,171,0,0,0,150,24690
https://fredericia.com/j39-75-years-anniversary,Success,NA,55,796311,3327,71,1545389,45869,4,518964,12,0,0,840189,37,110826,3,0,0,29541,15,1009712,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,150,0,900,0,0,0,2100,0,0,0,177,0,0,0,1050,24695
https://fredericia.com/products/poufs,Success,NA,16,288811,1992,82,1121119,33467,4,26291,12,0,0,833545,37,110817,3,0,0,116999,26,520772,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1830,0,0,0,162,0,0,0,0,24690
https://fredericia.com/erik-jorgensen,Success,NA,32,306836,1506,70,1079479,42891,4,47472,10,3741,1,845239,37,110817,3,0,0,29319,15,537960,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1350,0,0,0,156,0,0,0,0,24671
https://fredericia.com/products/lounge-chairs,Success,NA,43,309058,1813,84,1177669,34039,4,63771,12,0,0,852209,39,110823,3,0,0,116827,26,564861,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,150,0,0,0,1500,0,0,0,163,0,0,0,150,24674
https://fredericia.com/nanna-ditzel-s-way-of-shapes,Success,NA,31,320410,1687,70,1075166,45825,4,40263,10,3741,1,844437,37,110820,3,0,0,30080,15,531564,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1500,0,0,0,187,0,0,0,0,24693
https://fredericia.com/wishlist,Success,NA,37,307411,1878,70,1043163,30813,4,4160,8,0,0,803903,32,110820,3,0,0,93467,23,494891,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1670,0,0,0,208,0,0,0,0,24671
https://fredericia.com/careers,Success,NA,61,307399,2538,68,1017675,34326,4,4278,8,0,0,803144,33,110820,3,0,0,65107,20,495411,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,2360,0,0,0,178,0,0,0,0,24690
https://fredericia.com/welling-ludvik,Success,NA,28,307256,1788,71,1087266,61057,4,32249,10,3649,1,850018,38,110820,3,0,0,29473,15,522782,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1610,0,0,0,178,0,0,0,0,24690
https://fredericia.com/hannes-wettstein,Success,NA,27,307061,1967,72,1076973,45148,4,38368,10,3651,1,849458,38,110817,3,0,0,29531,16,528956,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1580,0,0,0,387,0,0,0,0,24690
https://fredericia.com/showroom-london,Success,NA,56,307184,1969,69,1107733,37597,4,103022,12,3741,1,822904,34,110820,3,0,0,29649,15,593965,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1800,0,0,0,169,0,0,0,0,24671
https://fredericia.com/erik-jorgensen-collection,Success,NA,30,306744,1509,71,1088621,41920,4,52386,10,3649,1,842790,37,110817,3,0,0,37059,16,543319,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1300,0,0,0,209,0,0,0,0,24671
https://fredericia.com/products/complements,Success,NA,49,294247,1411,83,1139693,34142,4,32978,12,0,0,850452,39,110817,3,0,0,111304,25,533013,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1200,0,0,0,211,0,0,0,0,24690
https://fredericia.com/products/conference-chairs,Success,NA,17,305603,1486,81,1158481,33622,4,52681,12,0,0,833162,37,110823,3,0,0,128193,25,554110,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1330,0,0,0,156,0,0,0,0,24671
