Address,PSI Status,PSI Error,Performance Score,Total Size Savings (Bytes),Total Time Savings (ms),Total Requests,Total Page Size (Bytes),HTML Size (Bytes),HTML Count,Image Size (Bytes),Image Count,CSS Size (Bytes),CSS Count,JavaScript Size (Bytes),JavaScript Count,Font Size (Bytes),Font Count,Media Size (Bytes),Media Count,Other Size (Bytes),Other Count,Third Party Size (Bytes),Third Party Count,Core Web Vitals Assessment,CrUX First Contentful Paint Time (ms),CrUX First Contentful Paint Category,CrUX First Input Delay Time (ms),CrUX First Input Delay Category,CrUX Largest Contentful Paint Time (ms),CrUX Largest Contentful Paint Category,CrUX Cumulative Layout Shift,CrUX Cumulative Layout Shift Category,CrUX Interaction to Next Paint Category,CrUX Interaction to Next Paint (ms),CrUX Time to First Byte Category,CrUX Time to First Byte (ms),Eliminate Render-Blocking Resources Savings (ms),Defer Offscreen Images Savings (ms),Efficiently Encode Images Savings (ms),Properly Size Images Savings (ms),Minify CSS Savings (ms),Minify JavaScript Savings (ms),Reduce Unused CSS Savings (ms),Reduce Unused JavaScript Savings (ms),Serve Images in Next-Gen Formats Savings (ms),Enable Text Compression Savings (ms),Preconnect to Required Origins Savings (ms),Server Response Times (TTFB) (ms),Multiple Redirects Savings (ms),Preload Key Requests Savings (ms),Use Video Format for Animated Images Savings (ms),Total Image Optimization Savings (ms),Avoid Serving Legacy JavaScript to Modern Browsers Savings (Bytes)
https://www.andelskassen.dk/privat/investering/baeredygtig-investering/,Success,NA,44,518003,9900,26,3105827,22714,2,329064,2,45992,2,329550,9,2376392,8,0,0,2115,3,121438,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7123,0,0,900,0,0,150,900,750,0,0,77,0,0,0,1650,66
https://www.andelskassen.dk/privat/kundeprogram/kunde/,Success,NA,56,29011648,143145,33,21023311,23824,2,18243027,9,46596,2,330753,9,2376996,8,0,0,2115,3,121433,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,0,12300,73050,0,0,150,1050,55800,0,0,95,0,0,0,141150,66
https://www.andelskassen.dk/erhverv/kundeprogram/erhverv-direkte/,Success,NA,28,12426507,61414,31,9230664,20049,2,6456571,7,45992,2,329545,9,2376392,8,0,0,2115,3,121433,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,675,0,0,29550,0,0,150,900,150,0,0,139,0,0,29850,29700,66
https://www.andelskassen.dk/erhverv/udland/betalinger-til-og-fra-udlandet/,Success,NA,55,449922,2932,29,3346987,23364,2,313727,4,45992,2,329545,9,2632244,9,0,0,2115,3,121433,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690,0,0,750,0,0,190,940,300,0,0,62,0,0,0,1050,66
https://www.andelskassen.dk/privat/investering/,Success,NA,50,3218523,16695,42,5210469,29137,2,2408732,14,47433,3,346660,12,2376392,8,0,0,2115,3,121432,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,681,0,2100,7350,0,0,150,900,5400,0,0,114,0,0,0,14850,66
https://www.andelskassen.dk/om-banken/vilkaar-priser-og-regler/garantiformuen/,Success,NA,56,221509,2256,28,2787065,20897,2,12125,4,45992,2,329544,9,2376392,8,0,0,2115,3,121432,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,699,0,0,0,0,0,300,1200,0,0,0,57,0,0,0,0,66
https://www.andelskassen.dk/ung/,Success,NA,56,14262018,70336,28,9983001,20858,2,7208099,4,45992,2,329545,9,2376392,8,0,0,2115,3,121433,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,706,0,14550,32400,0,0,150,720,21750,0,0,60,0,0,0,68700,66
https://www.andelskassen.dk/erhverv/ivaerksaetter/,Success,NA,37,3608033,18777,28,5263778,22106,2,2487627,4,45992,2,329546,9,2376392,8,0,0,2115,3,121434,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,836,0,0,7350,0,0,150,900,9450,0,0,91,0,0,0,16800,66
https://www.andelskassen.dk/om-banken/vilkaar-priser-og-regler/politikker/,Success,NA,61,630412,4039,29,3049337,19534,2,275758,5,45992,2,329546,9,2376392,8,0,0,2115,3,121434,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,681,0,900,0,0,0,150,1050,1200,0,0,58,0,0,0,2100,66
https://www.andelskassen.dk/om-banken/investor/,Success,NA,53,618223,3680,29,3040316,20139,2,266132,5,45992,2,329546,9,2376392,8,0,0,2115,3,121434,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,758,0,750,0,0,0,150,900,1050,0,0,72,0,0,0,1800,66
https://www.andelskassen.dk/privat/pension/,Success,NA,56,1042996,5702,31,3627314,20421,2,852849,7,45992,2,329545,9,2376392,8,0,0,2115,3,121433,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,689,0,0,1950,0,0,150,900,1950,0,0,63,0,0,0,3900,66
https://www.andelskassen.dk/erhverv/produkter/drift/,Success,NA,55,668190,4184,30,3189235,19809,2,415383,6,45992,2,329544,9,2376392,8,0,0,2115,3,121432,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,674,0,0,1650,0,0,300,1050,450,0,0,60,0,0,0,2100,66
https://www.andelskassen.dk/privat/laan-og-kredit/,Success,NA,49,3422408,17705,28,4396511,21017,2,1621449,4,45992,2,329546,9,2376392,8,0,0,2115,3,121434,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,681,0,5250,3900,0,0,150,900,6750,0,0,74,0,0,0,15900,66
https://www.andelskassen.dk/privat/forsikring/,Success,NA,59,874306,4810,28,3285618,20918,2,510655,4,45992,2,329546,9,2376392,8,0,0,2115,3,121434,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,0,750,600,0,0,150,900,1650,0,0,60,0,0,0,3000,66
https://www.andelskassen.dk/nyheder/2022/oktober/vigtig-information-til-dig-der-bruger-nemid/,Success,NA,52,390216,2557,29,2897176,20934,2,122198,5,45992,2,329545,9,2376392,8,0,0,2115,3,121433,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,699,0,300,0,0,0,150,900,450,0,0,58,0,0,0,750,66
https://www.andelskassen.dk/nyheder/2022/oktober/ny-hjemmeside-nyt-link-til-netbank/,Success,NA,53,2893743,14856,29,4625551,20827,2,1850679,5,45992,2,329546,9,2376392,8,0,0,2115,3,121434,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,702,0,0,4350,0,0,150,900,8700,0,0,54,0,0,0,13050,66
https://www.andelskassen.dk/erhverv/produkter/leasing/,Success,NA,51,4536899,23110,29,5874473,22641,2,3097788,5,45992,2,329545,9,2376392,8,0,0,2115,3,121433,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690,0,0,10950,0,0,150,900,10350,0,0,70,0,0,0,21300,66
https://www.andelskassen.dk/private-banking/,Success,NA,17,3229905,19682,33,4907711,23030,2,2128523,9,45992,2,330753,9,2377298,8,0,0,2115,3,121433,8,NA,494000,Good,NA,NA,NA,NA,"0,000",Good,NA,NA,Good,333,3692,0,3000,3150,0,0,150,750,8850,0,0,90,0,0,0,15000,66
https://www.andelskassen.dk/privat/laan-og-kredit/vindmoellelaan/,Success,NA,56,1796002,9769,30,3620183,21145,2,844994,6,45992,2,329545,9,2376392,8,0,0,2115,3,121433,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705,0,2850,1500,0,0,150,900,3600,0,0,64,0,0,0,7950,66
https://shop.change.com/sv-SE,Success,NA,32,318482,2457,56,1135143,27408,2,247093,5,1715,1,766933,29,83883,5,0,0,8111,14,498220,32,Fail,1063000,Good,22000,Good,2331000,Good,"0,390",Poor,Needs Improvement,379,Good,515,150,0,0,0,0,0,0,2260,0,0,0,47,0,0,0,0,28319
https://shop.change.com/pl-PL,Success,NA,32,189747,938,50,1129771,27161,2,419406,4,1715,1,533172,22,141553,10,0,0,6764,11,320368,26,Fail,1308000,Good,17000,Good,2757000,Needs Improvement,"0,650",Poor,Needs Improvement,434,Good,589,0,0,0,0,0,0,0,900,0,0,0,38,0,0,0,0,286
https://shop.change.com/nb-NO,Success,NA,32,189064,1082,45,1065759,26737,2,414035,4,1715,1,532638,22,83882,5,0,0,6752,11,262151,21,Fail,1005000,Good,16000,Good,2229000,Good,"0,350",Poor,Needs Improvement,348,Good,445,150,0,0,0,0,0,0,900,0,0,0,32,0,0,0,0,286
https://shop.change.com/nb-NO/categories/swimwear/bikinitops,Success,NA,18,228845,976,46,882061,27899,2,145844,3,1715,1,548129,26,83881,5,0,0,74593,9,329991,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,0,0,0,0,0,0,0,0,0,0,676,0,0,0,0,286
https://shop.change.com/en-CA/signup,Success,NA,30,198462,1220,47,680255,27158,2,6280,2,4040,2,531980,23,83880,5,0,0,26917,13,284196,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,900,0,150,0,170,0,0,0,0,286
https://shop.change.com/nb-NO/categories/swimwear,Success,NA,23,228583,2057,44,880617,27841,2,145844,3,1715,1,548124,24,83878,5,0,0,73215,9,328605,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,1050,0,150,0,707,0,0,0,0,286
https://shop.change.com/nb-NO/categories/speciallingerie/maternity,Success,NA,26,194724,1548,45,725077,27311,2,51605,4,1715,1,548126,24,83879,5,0,0,12441,9,267834,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,830,0,0,0,718,0,0,0,0,286
https://shop.change.com/en-CA/footer/change_lingerie/aboutchangelingerie,Success,NA,27,187866,1448,43,659020,28238,2,6280,2,1715,1,532175,22,83880,5,0,0,6732,11,261666,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,900,0,0,0,398,0,0,0,0,286
https://shop.change.com/en-CA/product-lines/charade,Success,NA,24,232288,2027,44,970280,28314,2,232430,3,1715,1,547690,24,83879,5,0,0,76252,9,331181,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,1050,0,150,0,677,0,0,0,0,286
https://shop.change.com/en-CA/product-lines/mypanties,Success,NA,27,213031,1717,44,878308,28365,2,162058,3,1715,1,547688,24,83881,5,0,0,54601,9,309530,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,750,0,0,0,817,0,0,0,0,286
https://shop.change.com/en-CA/categories/swimwear/bikinitops,Success,NA,31,218791,1806,44,880023,27478,2,155556,3,1715,1,547738,24,83879,5,0,0,63657,9,318665,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,900,0,0,0,756,0,0,0,0,286
https://shop.change.com/en-CA,Success,NA,30,189894,1230,45,1064900,26124,2,414285,4,1715,1,532166,22,83878,5,0,0,6732,11,261655,21,Fail,1514000,Good,15000,Good,2853000,Needs Improvement,"0,330",Poor,Needs Improvement,379,Needs Improvement,934,0,0,0,0,0,0,0,1200,0,0,0,30,0,0,0,0,286
https://shop.change.com/en-CA/categories/swimwear,Success,NA,24,233453,2057,44,894077,27475,2,155556,3,1715,1,547664,24,83882,5,0,0,77785,9,332719,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,1050,0,150,0,707,0,0,0,0,286
https://shop.change.com/en-CA/bra_guide/home,Success,NA,30,166508,1686,46,685640,29930,2,21567,4,1715,1,532165,22,93532,6,0,0,6731,11,271307,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,900,0,0,0,786,0,0,0,0,286
https://shop.change.com/da-DK/storefinders,Success,NA,9,285685,1264,67,1131643,24745,2,198221,10,5029,3,754964,32,95834,6,0,0,52850,14,735869,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,270,240,300,0,454,0,0,0,240,286
https://shop.change.com/da-DK/signup,Success,NA,30,221427,1269,45,704624,27611,2,6280,2,1715,1,533141,22,83880,5,0,0,51997,13,308112,23,Pass,1028000,Good,48000,Good,1233000,Good,"0,010",Good,NA,NA,Good,431,0,0,0,0,0,0,0,1050,0,0,0,219,0,0,0,0,286
https://shop.change.com/de-DE,Success,NA,32,189895,1447,45,1064006,27133,2,411445,4,1715,1,533077,22,83880,5,0,0,6756,11,262592,21,Fail,1205000,Good,18000,Good,2707000,Needs Improvement,"0,420",Poor,Needs Improvement,443,Good,578,0,0,0,0,0,0,0,1200,0,0,0,247,0,0,0,0,286
https://shop.change.com/da-DK/product/5641595126,Success,NA,21,180902,1112,49,705854,33267,2,92578,7,1715,1,484875,20,83882,5,0,0,9537,14,265658,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,750,0,0,0,212,0,0,0,0,212
https://shop.change.com/da-DK/product/5641594435,Success,NA,12,140582,436,47,672161,33790,2,58688,6,1715,1,484885,20,83882,5,0,0,9201,13,265333,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,300,0,0,0,136,0,0,0,0,212
https://shop.change.com/en-CA/categories/bras,Success,NA,23,228107,1924,44,1078755,27526,2,345618,3,1715,1,547656,24,83880,5,0,0,72360,9,327285,19,Fail,2765000,Needs Improvement,244000,Needs Improvement,4143000,Poor,"0,110",Needs Improvement,Poor,734,Poor,2236,150,0,0,0,0,0,0,900,0,0,0,874,0,0,0,0,286
https://shop.change.com/da-DK/product/5641574830,Success,NA,13,140582,887,47,643487,31223,2,32587,6,1715,1,484881,20,83880,5,0,0,9201,13,265326,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,740,0,0,0,147,0,0,0,0,212
https://shop.change.com/da-DK/product/5641406544,Success,NA,12,140591,591,47,675344,36415,2,59245,6,1715,1,484890,20,83878,5,0,0,9201,13,265333,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,440,0,0,0,151,0,0,0,0,212
https://shop.change.com/da-DK/product/5641406301,Success,NA,14,140601,1235,47,686473,36517,2,70261,6,1715,1,484899,20,83880,5,0,0,9201,13,265344,23,Fail,1397000,Good,27000,Good,4179000,Poor,"0,080",Good,Needs Improvement,371,Good,714,0,0,0,0,0,0,0,1050,0,0,0,185,0,0,0,0,212
https://shop.change.com/da-DK/product/5641385196,Success,NA,12,140406,775,47,703731,31528,2,92536,6,1715,1,484870,20,83881,5,0,0,9201,13,265316,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,420,0,0,0,205,0,0,0,0,212
https://shop.change.com/da-DK/product/5641173331,Success,NA,15,140590,896,47,700583,35029,2,85880,6,1715,1,484876,20,83882,5,0,0,9201,13,265323,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,750,0,0,0,146,0,0,0,0,212
https://shop.change.com/da-DK/product/5641148118,Success,NA,12,140582,981,47,709154,36208,2,93273,6,1715,1,484877,20,83880,5,0,0,9201,13,265322,23,Fail,1214000,Good,29000,Good,3727000,Needs Improvement,"0,030",Good,Needs Improvement,350,Good,633,150,0,0,0,0,0,0,650,0,0,0,181,0,0,0,0,212
https://shop.change.com/da-DK/product/5641113900,Success,NA,6,211560,339,49,895090,36160,2,145140,6,1715,1,618994,22,83880,5,0,0,9201,13,399439,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,30,0,0,0,159,0,0,0,0,212
https://shop.change.com/da-DK/product/5640962647,Success,NA,26,140593,1050,48,708482,37605,2,90848,6,1715,1,484897,20,83880,5,0,0,9537,14,265678,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,900,0,0,0,150,0,0,0,0,212
https://shop.change.com/da-DK/product/5638873533,Success,NA,14,185568,588,48,758298,35136,2,143482,7,1715,1,484884,20,83880,5,0,0,9201,13,265329,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,450,0,0,0,138,0,0,0,0,212
https://shop.change.com/da-DK/product/5638873378,Success,NA,15,140414,905,47,705423,36499,2,89250,6,1715,1,484877,20,83881,5,0,0,9201,13,265324,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,600,0,0,0,155,0,0,0,0,212
https://shop.change.com/en-CA/categories/shapewear,Success,NA,27,177980,1675,44,807585,27458,2,130355,3,1715,1,547663,24,83881,5,0,0,16513,9,271446,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,750,0,0,0,925,0,0,0,0,286
https://shop.change.com/da-DK/product/5638871736,Success,NA,13,140593,1173,47,697160,36174,2,81291,6,1715,1,484899,20,83880,5,0,0,9201,13,265344,23,Fail,1234000,Good,27000,Good,3653000,Needs Improvement,"0,030",Good,NA,NA,Good,628,0,0,0,0,0,0,0,1020,0,0,0,153,0,0,0,0,212
https://shop.change.com/da-DK/product/5638873460,Success,NA,14,140599,1372,47,702469,36537,2,86242,6,1715,1,484893,20,83881,5,0,0,9201,13,265339,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1050,0,0,0,322,0,0,0,0,212
https://shop.change.com/da-DK/product/5638444351,Success,NA,14,140582,665,46,647324,31782,2,35866,5,1715,1,484884,20,83876,5,0,0,9201,13,265326,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,500,0,0,0,165,0,0,0,0,212
https://shop.change.com/da-DK/product/5638851639,Success,NA,28,140426,951,47,678633,33617,2,65321,6,1715,1,484899,20,83880,5,0,0,9201,13,265344,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,750,0,0,0,201,0,0,0,0,212
https://shop.change.com/da-DK/product/5638435342,Success,NA,4,211549,490,49,827540,32355,2,81410,6,1715,1,618976,22,83883,5,0,0,9201,13,399424,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,0,0,0,0,0,0,0,0,0,0,190,0,0,0,0,212
https://shop.change.com/da-DK/product/5638851700,Success,NA,15,140590,587,47,695486,35458,2,80351,6,1715,1,484881,20,83880,5,0,0,9201,13,265326,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,450,0,0,0,137,0,0,0,0,212
https://shop.change.com/da-DK/product/5637897546,Success,NA,15,140424,763,47,707504,36788,2,91022,6,1715,1,484898,20,83880,5,0,0,9201,13,265343,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,620,0,0,0,143,0,0,0,0,212
https://shop.change.com/da-DK/product/5637897543,Success,NA,14,176358,1228,48,708843,36953,2,92220,7,1715,1,484873,20,83881,5,0,0,9201,13,265319,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1050,0,0,0,178,0,0,0,0,212
https://shop.change.com/da-DK/product/5637897602,Success,NA,12,140591,943,47,678340,36184,2,62459,6,1715,1,484900,20,83881,5,0,0,9201,13,265346,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,600,0,0,0,193,0,0,0,0,212
https://shop.change.com/da-DK/product/5637897537,Success,NA,20,140590,1351,45,668126,35064,2,53391,4,1715,1,484876,20,83880,5,0,0,9200,13,265320,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,1030,0,0,0,171,0,0,0,0,212
https://shop.change.com/da-DK/product-lines/mypanties,Success,NA,25,222646,1543,44,890002,28729,2,162058,3,1715,1,548887,24,83878,5,0,0,64735,9,320861,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,600,0,0,0,943,0,0,0,0,286
https://shop.change.com/da-DK/product-lines/our-bestsellers,Success,NA,24,208441,1669,44,997594,28563,2,282119,3,1715,1,548900,24,83880,5,0,0,52417,9,308559,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,600,0,0,0,919,0,0,0,0,286
https://shop.change.com/da-DK/product-lines/intimate,Success,NA,23,227814,1018,44,902592,28609,2,168341,3,1715,1,548895,24,83881,5,0,0,71151,9,327289,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,300,0,0,0,718,0,0,0,0,286
https://shop.change.com/da-DK/footer/club_change/about_club_change,Success,NA,19,1239661,4729,45,1354728,28101,2,691289,3,1715,1,533393,22,93470,6,0,0,6760,11,272503,22,Fail,1760000,Good,24000,Good,3582000,Needs Improvement,"0,030",Good,Needs Improvement,356,Needs Improvement,965,150,0,300,1610,0,0,0,1350,860,0,0,459,0,0,0,2770,286
https://shop.change.com/da-DK/footer/club_change/club_change_terms,Success,NA,35,187481,1393,46,680238,29851,2,15144,4,1715,1,533364,22,93405,6,0,0,6759,11,272408,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,750,0,0,0,493,0,0,0,0,286
https://shop.change.com/da-DK/footer/change_lingerie/work,Success,NA,37,2462142,10762,45,2113759,26744,2,1461299,4,1715,1,533361,22,83880,5,0,0,6760,11,262881,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,4520,0,0,0,1200,4370,0,0,522,0,0,0,8890,286
https://shop.change.com/da-DK/footer/change_lingerie/aboutchangelingerie,Success,NA,44,188343,1277,43,661546,29548,2,6280,2,1715,1,533363,22,83880,5,0,0,6760,11,262883,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,900,0,0,0,377,0,0,0,0,286
https://shop.change.com/da-DK/product-lines/change,Success,NA,20,226554,989,44,1015493,28576,2,280823,3,1715,1,548903,24,83879,5,0,0,71597,9,327740,19,NA,1682000,Good,NA,NA,NA,NA,"0,280",Poor,NA,NA,Needs Improvement,1138,300,0,0,0,0,0,0,0,0,0,0,689,0,0,0,0,286
https://shop.change.com/da-DK/product-lines/charade,Success,NA,28,231812,2103,44,970968,28644,2,232430,3,1715,1,548883,24,83880,5,0,0,75416,9,331540,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,890,0,140,0,923,0,0,0,0,286
https://shop.change.com/da-DK/offers/all-offers/outlet?page=1,Success,NA,31,257592,2131,45,785052,27989,2,40433,4,1715,1,548919,24,83882,5,0,0,82114,9,338252,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,750,0,150,0,1081,0,0,0,0,286
https://shop.change.com/da-DK/categories/tightsandsocks/tights,Success,NA,32,213487,1270,45,720895,27223,2,26005,4,1715,1,548855,24,83880,5,0,0,33217,9,289341,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,600,0,0,0,670,0,0,0,0,286
https://shop.change.com/da-DK/categories/tightsandsocks,Success,NA,23,202049,1424,44,932343,27827,2,226048,3,1715,1,548873,24,83881,5,0,0,43999,9,300142,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,600,0,0,0,674,0,0,0,0,286
https://shop.change.com/da-DK/categories/swimwear/bikinitops,Success,NA,23,231038,1897,44,883224,27927,2,145844,3,1715,1,548877,24,83881,5,0,0,74980,9,331127,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,900,0,0,0,847,0,0,0,0,286
https://shop.change.com/da-DK/categories/swimwear/swimsuits,Success,NA,26,187352,1781,44,835428,27864,2,145844,3,1715,1,548851,24,83882,5,0,0,27272,9,283394,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,900,0,0,0,731,0,0,0,0,286
https://shop.change.com/da-DK/footer/change_lingerie/3for2sets,Success,NA,31,452932,2202,45,914287,28710,2,250243,3,1715,1,533386,22,93475,6,0,0,6758,11,272499,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,360,0,0,0,1050,0,0,0,432,0,0,360,360,286
https://shop.change.com/da-DK/categories/swimwear/bikinibriefs,Success,NA,23,232576,1843,44,883703,27961,2,145844,3,1715,1,548852,24,83881,5,0,0,75450,9,331572,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,750,0,0,0,943,0,0,0,0,286
https://shop.change.com/da-DK/categories/swimwear/beachwear,Success,NA,26,212282,1504,44,862920,27953,2,145844,3,1715,1,548871,24,83880,5,0,0,54657,9,310797,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,600,0,0,0,754,0,0,0,0,286
https://shop.change.com/da-DK/categories/swimwear,Success,NA,22,234174,3389,44,886103,27919,2,145844,3,1715,1,548869,24,83882,5,0,0,77874,9,334014,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,1050,0,150,0,2039,0,0,0,0,286
https://shop.change.com/da-DK/categories/speciallingerie/maternity,Success,NA,26,195312,1834,45,724237,27396,2,49527,4,1715,1,548873,24,83881,5,0,0,12845,9,268988,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,1050,0,0,0,634,0,0,0,0,286
https://shop.change.com/da-DK/categories/speciallingerie,Success,NA,24,201625,2195,45,741396,27301,2,59601,4,1715,1,548865,24,83880,5,0,0,20034,9,276168,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,1050,0,0,0,995,0,0,0,0,286
https://shop.change.com/da-DK/categories/speciallingerie/bride,Success,NA,24,240084,1677,45,767381,27251,2,43383,4,1715,1,548852,24,83881,5,0,0,62299,9,318421,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,900,0,0,0,627,0,0,0,0,286
https://shop.change.com/da-DK/categories/shapewear/panties,Success,NA,22,195342,2380,45,709833,27306,2,35380,4,1715,1,548872,24,83881,5,0,0,12679,9,268821,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,1200,0,0,0,1030,0,0,0,0,286
https://shop.change.com/da-DK/categories/shapewear/dress,Success,NA,27,193387,1475,45,708681,27300,2,35836,4,1715,1,548864,24,83880,5,0,0,11086,9,267219,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150,0,0,0,0,0,0,600,0,0,0,725,0,0,0,0,286
